t,s,bp_hol
4,78,0.0
4,79,0.0
4,80,0.0
4,81,0.0
4,82,0.0
4,83,0.0
4,84,0.0
4,85,0.0
4,86,0.0
4,87,0.0
4,88,0.0
4,89,0.0
4,90,0.0
4,91,0.0
4,92,0.0
4,93,0.0
4,94,0.0
4,95,0.0
4,96,0.0
4,97,0.0
4,98,0.0
4,99,0.0
5,0,0.0
5,1,0.0
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.0
5,13,1.0
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.0
5,20,0.0
5,21,0.0
5,22,0.0
5,23,0.0
5,24,0.0
5,25,1.0
5,26,0.0
5,27,0.0
5,28,1.0
5,29,0.0
5,30,0.0
5,31,0.0
5,32,0.0
5,33,0.0
5,34,0.0
5,35,0.0
5,36,0.0
5,37,0.0
5,38,0.0
5,39,0.0
5,40,0.0
5,41,0.0
5,42,0.0
5,43,0.0
5,44,0.0
5,45,0.0
5,46,0.0
5,47,0.0
5,48,0.0
5,49,0.0
5,50,0.0
5,51,0.0
5,52,0.0
5,53,0.0
5,54,0.0
5,55,0.0
5,56,0.0
5,57,0.0
5,58,0.0
5,59,0.0
5,60,1.0
5,61,0.0
5,62,0.0
5,63,0.0
5,64,0.0
5,65,0.0
5,66,0.0
5,67,0.0
5,68,0.0
5,69,0.0
5,70,0.0
5,71,0.0
5,72,0.0
5,73,0.0
5,74,0.0
5,75,0.0
5,76,1.0
5,77,1.0
5,78,0.0
5,79,0.0
5,80,0.0
5,81,1.0
5,82,1.0
5,83,0.0
5,84,0.0
5,85,0.0
5,86,0.0
5,87,0.0
5,88,0.0
5,89,0.0
5,90,0.0
5,91,0.0
5,92,0.0
5,93,0.0
5,94,0.0
5,95,0.0
5,96,0.0
5,97,0.0
5,98,0.0
5,99,0.0
6,0,0.0
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,3.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
6,21,0.0
6,22,0.0
6,23,0.0
6,24,0.0
6,25,0.0
6,26,0.0
6,27,0.0
6,28,0.0
6,29,0.0
6,30,0.0
6,31,0.0
6,32,0.0
6,33,0.0
6,34,0.0
6,35,0.0
6,36,0.0
6,37,0.0
6,38,0.0
6,39,0.0
6,40,0.0
6,41,0.0
6,42,0.0
6,43,0.0
6,44,0.0
6,45,0.0
6,46,0.0
6,47,0.0
6,48,0.0
6,49,0.0
6,50,0.0
6,51,0.0
6,52,0.0
6,53,0.0
6,54,0.0
6,55,0.0
6,56,0.0
6,57,0.0
6,58,0.0
6,59,0.0
6,60,0.0
6,61,0.0
6,62,0.0
6,63,0.0
6,64,0.0
6,65,0.0
6,66,0.0
6,67,0.0
6,68,0.0
6,69,0.0
6,70,0.0
6,71,0.0
6,72,0.0
6,73,0.0
6,74,0.0
6,75,0.0
6,76,0.0
6,77,0.0
6,78,0.0
6,79,0.0
6,80,0.0
6,81,2.0
6,82,0.0
6,83,0.0
6,84,0.0
6,85,0.0
6,86,0.0
6,87,0.0
6,88,0.0
6,89,0.0
6,90,0.0
6,91,0.0
6,92,0.0
6,93,0.0
6,94,0.0
6,95,0.0
6,96,0.0
6,97,0.0
6,98,0.0
6,99,0.0
7,0,0.0
7,1,45.0
7,2,0.0
7,3,32.0
7,4,0.0
7,5,0.0
7,6,0.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,23.0
7,11,3.0
7,12,0.0
7,13,0.0
7,14,0.0
7,15,39.0
7,16,30.0
7,17,0.0
7,18,0.0
7,19,0.0
7,20,0.0
7,21,0.0
7,22,0.0
7,23,0.0
7,24,0.0
7,25,0.0
7,26,0.0
7,27,0.0
7,28,0.0
7,29,0.0
7,30,66.0
7,31,0.0
7,32,0.0
7,33,0.0
7,34,0.0
7,35,50.0
7,36,39.0
7,37,0.0
7,38,0.0
7,39,0.0
7,40,0.0
7,41,8.0
7,42,0.0
7,43,0.0
7,44,0.0
7,45,0.0
7,46,0.0
7,47,0.0
7,48,0.0
7,49,18.0
7,50,0.0
7,51,0.0
7,52,32.0
7,53,0.0
7,54,0.0
7,55,0.0
7,56,0.0
7,57,0.0
7,58,0.0
7,59,0.0
7,60,54.0
7,61,0.0
7,62,0.0
7,63,0.0
7,64,0.0
7,65,0.0
7,66,0.0
7,67,0.0
7,68,39.0
7,69,0.0
7,70,0.0
7,71,0.0
7,72,0.0
7,73,0.0
7,74,0.0
7,75,0.0
7,76,0.0
7,77,0.0
7,78,0.0
7,79,33.0
7,80,0.0
7,81,0.0
7,82,0.0
7,83,0.0
7,84,0.0
7,85,0.0
7,86,0.0
7,87,0.0
7,88,0.0
7,89,51.0
7,90,0.0
7,91,0.0
7,92,0.0
7,93,0.0
7,94,0.0
7,95,0.0
7,96,39.0
7,97,33.0
7,98,0.0
7,99,0.0
8,0,124.0
8,1,0.0
8,2,140.0
8,3,54.0
8,4,0.0
8,5,44.0
8,6,0.0
8,7,0.0
8,8,135.0
8,9,120.0
8,10,5.0
8,11,0.0
8,12,0.0
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.0
8,18,143.0
8,19,0.0
8,20,88.0
8,21,7.0
8,22,166.0
8,23,91.0
8,24,76.0
8,25,0.0
8,26,0.0
8,27,0.0
8,28,52.0
8,29,11.0
8,30,0.0
8,31,0.0
8,32,90.0
8,33,0.0
8,34,118.0
8,35,0.0
8,36,49.0
8,37,0.0
8,38,39.0
8,39,0.0
8,40,0.0
8,41,0.0
8,42,0.0
8,43,0.0
8,44,0.0
8,45,0.0
8,46,0.0
8,47,0.0
8,48,0.0
8,49,0.0
8,50,112.0
8,51,0.0
8,52,19.0
8,53,81.0
8,54,0.0
8,55,0.0
8,56,0.0
8,57,134.0
8,58,0.0
8,59,60.0
8,60,42.0
8,61,101.0
8,62,0.0
8,63,91.0
8,64,0.0
8,65,146.0
8,66,126.0
8,67,0.0
8,68,0.0
8,69,0.0
8,70,144.0
8,71,0.0
8,72,62.0
8,73,0.0
8,74,0.0
8,75,0.0
8,76,71.0
8,77,59.0
8,78,42.0
8,79,0.0
8,80,0.0
8,81,9.0
8,82,0.0
8,83,89.0
8,84,35.0
8,85,133.0
8,86,0.0
8,87,127.0
8,88,18.0
8,89,0.0
8,90,143.0
8,91,0.0
8,92,0.0
8,93,0.0
8,94,75.0
8,95,0.0
8,96,86.0
8,97,0.0
8,98,92.0
8,99,0.0
9,0,11.0
9,1,5.0
9,2,0.0
9,3,0.0
9,4,366.0
9,5,0.0
9,6,0.0
9,7,0.0
9,8,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,44.0
9,13,8.0
9,14,0.0
9,15,10.0
9,16,0.0
9,17,0.0
9,18,186.0
9,19,311.0
9,20,98.0
9,21,0.0
9,22,0.0
9,23,148.0
9,24,0.0
9,25,272.0
9,26,354.0
9,27,0.0
9,28,0.0
9,29,204.0
9,30,0.0
9,31,75.0
9,32,0.0
9,33,13.0
9,34,0.0
9,35,133.0
9,36,0.0
9,37,512.0
9,38,0.0
9,39,9.0
9,40,0.0
9,41,0.0
9,42,0.0
9,43,0.0
9,44,0.0
9,45,358.0
9,46,416.0
9,47,401.0
9,48,0.0
9,49,17.0
9,50,0.0
9,51,399.0
9,52,0.0
9,53,66.0
9,54,294.0
9,55,0.0
9,56,271.0
9,57,0.0
9,58,0.0
9,59,0.0
9,60,92.0
9,61,0.0
9,62,0.0
9,63,0.0
9,64,202.0
9,65,0.0
9,66,119.0
9,67,0.0
9,68,0.0
9,69,239.0
9,70,173.0
9,71,120.0
9,72,41.0
9,73,0.0
9,74,0.0
9,75,173.0
9,76,0.0
9,77,0.0
9,78,0.0
9,79,0.0
9,80,135.0
9,81,0.0
9,82,56.0
9,83,40.0
9,84,0.0
9,85,0.0
9,86,420.0
9,87,0.0
9,88,0.0
9,89,0.0
9,90,214.0
9,91,0.0
9,92,0.0
9,93,40.0
9,94,0.0
9,95,0.0
9,96,0.0
9,97,10.0
9,98,0.0
9,99,0.0
10,0,34.0
10,1,82.0
10,2,224.0
10,3,315.0
10,4,0.0
10,5,304.0
10,6,810.0
10,7,79.0
10,8,458.0
10,9,33.0
10,10,738.0
10,11,945.0
10,12,453.0
10,13,163.0
10,14,563.0
10,15,105.0
10,16,412.0
10,17,433.0
10,18,374.0
10,19,341.0
10,20,0.0
10,21,703.0
10,22,491.0
10,23,34.0
10,24,289.0
10,25,157.0
10,26,0.0
10,27,272.0
10,28,755.0
10,29,67.0
10,30,148.0
10,31,95.0
10,32,443.0
10,33,511.0
10,34,0.0
10,35,26.0
10,36,0.0
10,37,7.0
10,38,239.0
10,39,629.0
10,40,562.0
10,41,0.0
10,42,495.0
10,43,871.0
10,44,0.0
10,45,395.0
10,46,146.0
10,47,72.0
10,48,631.0
10,49,94.0
10,50,648.0
10,51,199.0
10,52,751.0
10,53,45.0
10,54,77.0
10,55,137.0
10,56,22.0
10,57,77.0
10,58,763.0
10,59,627.0
10,60,67.0
10,61,0.0
10,62,177.0
10,63,14.0
10,64,72.0
10,65,0.0
10,66,0.0
10,67,27.0
10,68,600.0
10,69,40.0
10,70,54.0
10,71,126.0
10,72,19.0
10,73,367.0
10,74,0.0
10,75,47.0
10,76,213.0
10,77,348.0
10,78,0.0
10,79,243.0
10,80,21.0
10,81,164.0
10,82,811.0
10,83,22.0
10,84,0.0
10,85,199.0
10,86,0.0
10,87,0.0
10,88,236.0
10,89,60.0
10,90,383.0
10,91,409.0
10,92,242.0
10,93,0.0
10,94,79.0
10,95,162.0
10,96,248.0
10,97,454.0
10,98,47.0
10,99,912.0
11,0,912.0
11,1,1375.0
11,2,633.0
11,3,498.0
11,4,569.0
11,5,758.0
11,6,710.0
11,7,586.0
11,8,272.0
11,9,859.0
11,10,118.0
11,11,138.0
11,12,231.0
11,13,1337.0
11,14,344.0
11,15,1438.0
11,16,205.0
11,17,391.0
11,18,355.0
11,19,310.0
11,20,473.0
11,21,240.0
11,22,270.0
11,23,1252.0
11,24,175.0
11,25,114.0
11,26,432.0
11,27,883.0
11,28,40.0
11,29,1160.0
11,30,914.0
11,31,1641.0
11,32,80.0
11,33,259.0
11,34,704.0
11,35,614.0
11,36,635.0
11,37,156.0
11,38,714.0
11,39,164.0
11,40,894.0
11,41,1069.0
11,42,329.0
11,43,512.0
11,44,1465.0
11,45,1024.0
11,46,356.0
11,47,636.0
11,48,11.0
11,49,1344.0
11,50,774.0
11,51,123.0
11,52,318.0
11,53,1265.0
11,54,859.0
11,55,609.0
11,56,444.0
11,57,521.0
11,58,102.0
11,59,313.0
11,60,937.0
11,61,368.0
11,62,534.0
11,63,1601.0
11,64,1627.0
11,65,724.0
11,66,520.0
11,67,1191.0
11,68,238.0
11,69,648.0
11,70,602.0
11,71,927.0
11,72,770.0
11,73,550.0
11,74,1228.0
11,75,789.0
11,76,683.0
11,77,788.0
11,78,652.0
11,79,1681.0
11,80,675.0
11,81,1590.0
11,82,249.0
11,83,1518.0
11,84,753.0
11,85,866.0
11,86,126.0
11,87,737.0
11,88,913.0
11,89,1038.0
11,90,392.0
11,91,112.0
11,92,783.0
11,93,1055.0
11,94,1584.0
11,95,757.0
11,96,1427.0
11,97,129.0
11,98,1700.0
11,99,202.0
12,0,956.0
12,1,383.0
12,2,1468.0
12,3,2099.0
12,4,1839.0
12,5,2312.0
12,6,465.0
12,7,1167.0
12,8,2364.0
12,9,1125.0
12,10,1259.0
12,11,1595.0
12,12,1131.0
12,13,211.0
12,14,2080.0
12,15,1510.0
12,16,1697.0
12,17,1636.0
12,18,1244.0
12,19,541.0
12,20,818.0
12,21,994.0
12,22,1859.0
12,23,474.0
12,24,2105.0
12,25,2160.0
12,26,1154.0
12,27,1505.0
12,28,1069.0
12,29,615.0
12,30,1081.0
12,31,373.0
12,32,1146.0
12,33,1526.0
12,34,1520.0
12,35,882.0
12,36,1975.0
12,37,1303.0
12,38,1247.0
12,39,2025.0
12,40,472.0
12,41,429.0
12,42,2068.0
12,43,2027.0
12,44,812.0
12,45,341.0
12,46,887.0
12,47,1397.0
12,48,1401.0
12,49,730.0
12,50,321.0
12,51,1341.0
12,52,908.0
12,53,1459.0
12,54,783.0
12,55,1845.0
12,56,1156.0
12,57,2401.0
12,58,1255.0
12,59,1141.0
12,60,1345.0
12,61,1443.0
12,62,1177.0
12,63,371.0
12,64,603.0
12,65,1379.0
12,66,2029.0
12,67,255.0
12,68,996.0
12,69,1293.0
12,70,603.0
12,71,1862.0
12,72,2206.0
12,73,1099.0
12,74,506.0
12,75,1077.0
12,76,1265.0
12,77,1173.0
12,78,1508.0
12,79,586.0
12,80,1363.0
12,81,156.0
12,82,1931.0
12,83,526.0
12,84,2219.0
12,85,1144.0
12,86,986.0
12,87,2201.0
12,88,1090.0
12,89,1086.0
12,90,1277.0
12,91,2083.0
12,92,2525.0
12,93,672.0
12,94,451.0
12,95,1395.0
12,96,514.0
12,97,1106.0
12,98,1026.0
12,99,981.0
13,0,2047.0
13,1,2681.0
13,2,2681.0
13,3,1821.0
13,4,1420.0
13,5,1452.0
13,6,2681.0
13,7,2564.0
13,8,1529.0
13,9,2456.0
13,10,1820.0
13,11,2681.0
13,12,2269.0
13,13,2681.0
13,14,1423.0
13,15,1382.0
13,16,2681.0
13,17,2555.0
13,18,2681.0
13,19,2681.0
13,20,2670.0
13,21,2681.0
13,22,1072.0
13,23,2061.0
13,24,1319.0
13,25,905.0
13,26,2571.0
13,27,2395.0
13,28,2591.0
13,29,2553.0
13,30,2446.0
13,31,2681.0
13,32,2531.0
13,33,2681.0
13,34,2681.0
13,35,2653.0
13,36,1231.0
13,37,2057.0
13,38,2194.0
13,39,1172.0
13,40,2645.0
13,41,2681.0
13,42,1487.0
13,43,1406.0
13,44,2163.0
13,45,2681.0
13,46,2530.0
13,47,2681.0
13,48,2681.0
13,49,2560.0
13,50,2483.0
13,51,2206.0
13,52,1936.0
13,53,1270.0
13,54,2681.0
13,55,2681.0
13,56,2606.0
13,57,1150.0
13,58,1774.0
13,59,1650.0
13,60,2608.0
13,61,2681.0
13,62,2446.0
13,63,2681.0
13,64,2603.0
13,65,2391.0
13,66,920.0
13,67,2681.0
13,68,2681.0
13,69,2681.0
13,70,2681.0
13,71,876.0
13,72,1041.0
13,73,2256.0
13,74,2681.0
13,75,2681.0
13,76,2489.0
13,77,2458.0
13,78,2632.0
13,79,2138.0
13,80,2549.0
13,81,2681.0
13,82,1592.0
13,83,2681.0
13,84,1795.0
13,85,2256.0
13,86,2126.0
13,87,1348.0
13,88,2420.0
13,89,2681.0
13,90,2413.0
13,91,1214.0
13,92,1344.0
13,93,2591.0
13,94,2681.0
13,95,2647.0
13,96,2681.0
13,97,2681.0
13,98,2681.0
13,99,2681.0
14,0,0.0
14,1,231.0
14,2,0.0
14,3,0.0
14,4,97.0
14,5,0.0
14,6,0.0
14,7,0.0
14,8,0.0
14,9,51.0
14,10,440.0
14,11,0.0
14,12,362.0
14,13,646.0
14,14,440.0
14,15,406.0
14,16,0.0
14,17,199.0
14,18,107.0
14,19,1771.0
14,20,0.0
14,21,5.0
14,22,0.0
14,23,0.0
14,24,376.0
14,25,884.0
14,26,0.0
14,27,372.0
14,28,18.0
14,29,431.0
14,30,0.0
14,31,163.0
14,32,206.0
14,33,0.0
14,34,557.0
14,35,250.0
14,36,418.0
14,37,155.0
14,38,118.0
14,39,840.0
14,40,88.0
14,41,0.0
14,42,374.0
14,43,621.0
14,44,80.0
14,45,59.0
14,46,367.0
14,47,215.0
14,48,0.0
14,49,171.0
14,50,370.0
14,51,172.0
14,52,537.0
14,53,0.0
14,54,0.0
14,55,0.0
14,56,0.0
14,57,0.0
14,58,0.0
14,59,0.0
14,60,143.0
14,61,310.0
14,62,223.0
14,63,20.0
14,64,0.0
14,65,0.0
14,66,0.0
14,67,0.0
14,68,43.0
14,69,401.0
14,70,311.0
14,71,1241.0
14,72,0.0
14,73,0.0
14,74,285.0
14,75,0.0
14,76,702.0
14,77,573.0
14,78,60.0
14,79,541.0
14,80,82.0
14,81,508.0
14,82,913.0
14,83,0.0
14,84,978.0
14,85,0.0
14,86,503.0
14,87,1109.0
14,88,0.0
14,89,0.0
14,90,516.0
14,91,22.0
14,92,0.0
14,93,154.0
14,94,568.0
14,95,0.0
14,96,9.0
14,97,533.0
14,98,66.0
14,99,471.0
15,0,2094.0
15,1,1822.0
15,2,1788.0
15,3,2091.0
15,4,1707.0
15,5,1728.0
15,6,1347.0
15,7,1998.0
15,8,1913.0
15,9,1952.0
15,10,1959.0
15,11,2052.0
15,12,2373.0
15,13,2152.0
15,14,2023.0
15,15,2172.0
15,16,1649.0
15,17,2067.0
15,18,2504.0
15,19,646.0
15,20,2534.0
15,21,2345.0
15,22,2327.0
15,23,2479.0
15,24,2072.0
15,25,2089.0
15,26,1655.0
15,27,1285.0
15,28,1650.0
15,29,898.0
15,30,2279.0
15,31,1735.0
15,32,1849.0
15,33,2243.0
15,34,1906.0
15,35,1934.0
15,36,2129.0
15,37,1978.0
15,38,2255.0
15,39,2123.0
15,40,2301.0
15,41,1250.0
15,42,2158.0
15,43,1848.0
15,44,2297.0
15,45,2259.0
15,46,1996.0
15,47,2320.0
15,48,1661.0
15,49,2119.0
15,50,1082.0
15,51,2507.0
15,52,1781.0
15,53,2074.0
15,54,2262.0
15,55,988.0
15,56,2034.0
15,57,2306.0
15,58,2267.0
15,59,2024.0
15,60,2421.0
15,61,1956.0
15,62,1884.0
15,63,922.0
15,64,1988.0
15,65,1910.0
15,66,2488.0
15,67,1721.0
15,68,2214.0
15,69,2310.0
15,70,1629.0
15,71,2389.0
15,72,2044.0
15,73,2351.0
15,74,1667.0
15,75,2102.0
15,76,2488.0
15,77,1963.0
15,78,1964.0
15,79,2121.0
15,80,2198.0
15,81,1946.0
15,82,563.0
15,83,1920.0
15,84,2117.0
15,85,983.0
15,86,1717.0
15,87,1423.0
15,88,1886.0
15,89,2214.0
15,90,1806.0
15,91,2384.0
15,92,1295.0
15,93,2117.0
15,94,2112.0
15,95,2532.0
15,96,2095.0
15,97,1543.0
15,98,1467.0
15,99,1466.0
16,0,0.0
16,1,0.0
16,2,98.0
16,3,506.0
16,4,0.0
16,5,53.0
16,6,0.0
16,7,77.0
16,8,126.0
16,9,184.0
16,10,61.0
16,11,0.0
16,12,0.0
16,13,0.0
16,14,664.0
16,15,126.0
16,16,48.0
16,17,286.0
16,18,221.0
16,19,31.0
16,20,200.0
16,21,0.0
16,22,35.0
16,23,232.0
16,24,0.0
16,25,116.0
16,26,0.0
16,27,358.0
16,28,0.0
16,29,324.0
16,30,308.0
16,31,219.0
16,32,0.0
16,33,435.0
16,34,828.0
16,35,0.0
16,36,0.0
16,37,0.0
16,38,577.0
16,39,339.0
16,40,479.0
16,41,0.0
16,42,20.0
16,43,435.0
16,44,327.0
16,45,302.0
16,46,222.0
16,47,803.0
16,48,582.0
16,49,181.0
16,50,1405.0
16,51,407.0
16,52,430.0
16,53,122.0
16,54,0.0
16,55,0.0
16,56,62.0
16,57,248.0
16,58,42.0
16,59,289.0
16,60,345.0
16,61,103.0
16,62,206.0
16,63,638.0
16,64,0.0
16,65,310.0
16,66,231.0
16,67,0.0
16,68,145.0
16,69,416.0
16,70,0.0
16,71,0.0
16,72,15.0
16,73,281.0
16,74,674.0
16,75,0.0
16,76,294.0
16,77,0.0
16,78,0.0
16,79,0.0
16,80,0.0
16,81,170.0
16,82,337.0
16,83,99.0
16,84,622.0
16,85,37.0
16,86,0.0
16,87,0.0
16,88,0.0
16,89,144.0
16,90,0.0
16,91,664.0
16,92,0.0
16,93,64.0
16,94,639.0
16,95,0.0
16,96,577.0
16,97,300.0
16,98,0.0
16,99,905.0
17,0,1247.0
17,1,1431.0
17,2,1574.0
17,3,152.0
17,4,1458.0
17,5,1932.0
17,6,2310.0
17,7,1609.0
17,8,896.0
17,9,1719.0
