t,s,P_RT
0,0,43.864836107526195
0,1,33.49656276380124
0,2,62.109812463269414
0,3,78.9856242680469
0,4,59.336144121669875
0,5,63.5418553315481
0,6,33.064895818363354
0,7,63.66724027322736
0,8,92.96991110718078
0,9,87.10134550930604
0,10,79.31000129286949
0,11,39.25223843114515
0,12,89.88108536793632
0,13,87.51139378086694
0,14,42.88580831272116
0,15,73.01463926366799
0,16,33.56158409679836
0,17,39.7681679175028
0,18,52.64062020248678
0,19,42.42319770717943
0,20,81.18094073626348
0,21,85.00442319101515
0,22,54.462686599344124
0,23,52.79740611214643
0,24,39.44085725629569
0,25,37.654197070857506
0,26,78.19843406542535
0,27,70.90024979591864
0,28,35.83069374222983
0,29,63.17883610183339
0,30,58.14148666565004
0,31,86.91975957567129
0,32,78.52878869795744
0,33,71.06278550767999
0,34,67.85932786270754
0,35,93.44035199500742
0,36,95.86298353125308
0,37,54.03901443532409
0,38,47.70825757404049
0,39,83.59617193368736
0,40,36.34736826624328
0,41,55.75174683829703
0,42,36.7559472713858
0,43,52.834090316345836
0,44,36.77914724418136
0,45,50.95741704714205
0,46,83.18770520996986
0,47,90.62237483952832
0,48,83.35021555823838
0,49,68.46770399738814
0,50,71.96258242084622
0,51,55.54978416055815
0,52,43.12636836248013
0,53,60.37025577339676
0,54,79.49447434209401
0,55,36.295859967497755
0,56,33.57766360591774
0,57,81.92689401177337
0,58,51.58213626348127
0,59,77.45292039984449
0,60,79.61327413272367
0,61,92.39589482969727
0,62,58.054562475464245
0,63,55.353398293625034
0,64,84.24943678177473
0,65,81.53633127610529
0,66,74.32237168320287
0,67,84.53314156027498
0,68,73.65177134525207
0,69,93.97823474783732
0,70,53.769505578891746
0,71,79.84443412531759
0,72,93.48748206671151
0,73,53.801084297477004
0,74,71.67974135253273
0,75,55.819744205632645
0,76,62.00159728140912
0,77,37.07701313410092
0,78,33.48805899077884
0,79,81.22413559002192
0,80,61.435376709774
0,81,72.40206425039962
0,82,79.95398148532794
0,83,59.236831306479225
0,84,55.94531926070833
0,85,43.14000698198493
0,86,83.43088335274565
0,87,85.95630293230631
0,88,79.5839522106604
0,89,88.6811103577425
0,90,74.02844561928042
0,91,77.12418705101932
0,92,44.68687199725216
0,93,81.73887671232495
0,94,53.7829482290676
0,95,60.481052621091116
0,96,52.80201286000178
0,97,68.88496137499772
0,98,74.71426542402314
0,99,69.35366943268929
0,100,52.75796901781404
0,101,46.29796225802047
0,102,86.72370560683923
0,103,51.72481316806481
0,104,60.49791227458786
0,105,38.13532243356119
0,106,51.648369146989324
0,107,37.76650216067551
0,108,54.40393205327267
0,109,77.97759008900645
0,110,95.04374077521432
0,111,72.55622880293731
0,112,49.60587581462051
0,113,74.58636337505446
0,114,72.67055322425446
0,115,85.48009519554651
0,116,66.65417825111057
0,117,90.99129590275827
0,118,59.03308505880113
0,119,50.68536958854136
0,120,65.70718688179008
0,121,91.72177974868765
0,122,78.91968115411674
0,123,64.08903941001329
0,124,64.32009943498142
0,125,74.07137461031793
0,126,61.11374252985855
0,127,67.7468494554256
0,128,94.86364047659367
0,129,92.3642403105771
0,130,86.44945914442965
0,131,40.43303656609551
0,132,68.12610632369602
0,133,55.86855953289497
0,134,91.03474481916754
0,135,52.46728360618599
0,136,92.25798785851595
0,137,47.609692525032195
0,138,59.34821314785507
0,139,94.14063759689478
0,140,70.6386671651969
0,141,92.3471464308032
0,142,66.98666505196798
0,143,46.94493718892293
0,144,78.21371519342644
0,145,65.87263037672662
0,146,64.83445679438782
0,147,41.04150062166094
0,148,41.58539908739038
0,149,92.18313716578737
0,150,93.88887695547055
0,151,94.52547949747456
0,152,55.31156995451015
0,153,35.19855063101932
0,154,67.95885197810944
0,155,79.71913675507993
0,156,74.0278028155124
0,157,35.65396077683997
0,158,47.25741255998673
0,159,77.75727220271179
0,160,35.79272395084586
0,161,86.82419662027269
0,162,96.0182441927316
0,163,48.21927140830531
0,164,35.7302073176456
0,165,95.41290097165304
0,166,81.71205559543674
0,167,61.528142148811185
0,168,63.07949317242907
0,169,91.27381140121096
0,170,55.1852402112019
0,171,35.66988640556007
0,172,71.83052062882899
0,173,52.394136147312445
0,174,76.18874487566889
0,175,93.36604553384926
0,176,55.49151452806693
0,177,48.16759011533709
0,178,35.65518715081439
0,179,85.86748160852453
0,180,37.29481981659455
0,181,93.63850908549628
0,182,77.7742546540674
0,183,91.01780954866551
0,184,84.75716957332695
0,185,44.53879224538925
0,186,43.58329635320009
0,187,94.23253181177576
0,188,51.00734566129985
0,189,83.2207457140103
0,190,43.253580716802894
0,191,51.52656741881228
0,192,75.66844983653009
0,193,48.259252525933796
0,194,80.72232101711187
0,195,88.93655287802336
0,196,52.8988776674195
0,197,51.50191264942095
0,198,34.0290138620999
0,199,59.49453464208077
1,0,51.10990883034208
1,1,97.13661553736026
1,2,107.37586030292802
1,3,96.56263790638653
1,4,99.76426586662119
1,5,99.39580199409222
1,6,126.7832973269882
1,7,93.1932751014097
1,8,123.05434016859591
1,9,77.00849527070501
1,10,57.90525858822605
1,11,65.2494390057173
1,12,116.89791806077861
1,13,65.95506939191675
1,14,115.02286907807654
1,15,126.8004172407408
1,16,94.40066623796618
1,17,58.1399774349981
1,18,101.55125299135621
1,19,79.4964944337041
1,20,127.30759748667435
1,21,65.40864847877977
1,22,66.37128961048047
1,23,88.79421605669656
1,24,89.80595944953771
1,25,62.16616039482482
1,26,79.0299429741393
1,27,105.58930988703241
1,28,87.72392079134899
1,29,50.592266589853516
1,30,82.73333875408048
1,31,82.77871745634606
1,32,85.65264208352346
1,33,47.349131541783606
1,34,69.96006659208558
1,35,131.10060227990806
1,36,125.00800606185038
1,37,130.22362766465582
1,38,113.7892780520255
1,39,84.42220826289245
1,40,129.93394964804799
1,41,72.37061070430248
1,42,98.81421981131855
1,43,98.29162601156746
1,44,85.03340864478324
1,45,67.82471092977947
1,46,75.06609141740277
1,47,103.30684023950056
1,48,70.86659121635192
1,49,76.48642173341594
1,50,77.20111679431271
1,51,74.55302433056016
1,52,120.0839444589775
1,53,94.52704245760148
1,54,46.85471422909557
1,55,112.22451873191002
1,56,90.58469501747591
1,57,115.59733221413474
1,58,89.89718620648175
1,59,73.29046615276877
1,60,121.05636616514622
1,61,60.86269467810111
1,62,70.34730731778205
1,63,88.95572117884508
1,64,122.91681382646962
1,65,55.608135781062664
1,66,75.80785271090218
1,67,93.30271516063156
1,68,106.5093332731714
1,69,54.70262735556938
1,70,113.46329429958496
1,71,95.53358793902859
1,72,91.93822918560785
1,73,79.62062264417466
1,74,73.6347894069826
1,75,125.6857262379347
1,76,135.0203211016726
1,77,61.03170703254413
1,78,64.31157506146975
1,79,105.4865445805813
1,80,114.30203387216974
1,81,119.58098924675132
1,82,72.53190584930978
1,83,64.09456362616874
1,84,51.753716023777855
1,85,79.21042170451524
1,86,96.0364774323747
1,87,124.06295565125106
1,88,48.181123365077696
1,89,53.29810146771776
1,90,104.23114048628898
1,91,105.87403719158449
1,92,56.41435394275467
1,93,53.90464399674114
1,94,47.72302468023158
1,95,103.83243194399597
1,96,70.49014039810447
1,97,66.97729435838285
1,98,105.26191981591047
1,99,56.13134504744463
1,100,93.6799135686987
1,101,53.41285225972624
1,102,51.13728084577335
1,103,105.6220441738089
1,104,116.74718757244354
1,105,86.99247105736656
1,106,81.54369342416325
1,107,108.60627940072864
1,108,52.0675572345421
1,109,70.34787725509935
1,110,127.02011355099066
1,111,130.96904544942805
1,112,48.66485364107831
1,113,45.47124737175641
1,114,114.60223454944882
1,115,86.0389175594077
1,116,114.10928546079862
1,117,103.31260592362695
1,118,85.68532777491345
1,119,109.3684509302825
1,120,99.83663926197136
1,121,46.614837752100144
1,122,87.32625336819841
1,123,124.91742597304633
1,124,115.7230819331342
1,125,104.39230292497436
1,126,101.37789855459005
1,127,119.00671024438128
1,128,71.52831442916931
1,129,80.81688647510713
1,130,102.1984046385533
1,131,119.39930606606197
1,132,74.2441491204206
1,133,60.422781711970586
1,134,69.8031418642726
1,135,84.87273121363366
1,136,54.094213622232324
1,137,101.98863485538381
1,138,126.22583470771688
1,139,76.12505710465152
1,140,131.64001199312563
1,141,83.12387084914705
1,142,93.61940189253458
1,143,133.47959499275933
1,144,109.37319884337568
1,145,90.88654695432689
1,146,113.39770689685687
1,147,87.97585889984562
1,148,110.41632707915547
1,149,65.2921012121328
1,150,52.14476457676608
1,151,99.35125143648978
1,152,92.52933791409806
1,153,86.83504738097967
1,154,55.8129027017477
1,155,129.6663794722761
1,156,55.29416397280839
1,157,132.64206093427663
1,158,73.94861737238081
1,159,70.66849294295147
1,160,130.15856861813768
1,161,132.02097519177295
1,162,108.52606905660055
1,163,131.53661644285663
1,164,61.010303682836245
1,165,122.62490164535603
1,166,101.07238729170349
1,167,71.90946399003089
1,168,99.10497736596106
1,169,55.07298305091102
1,170,116.78111239528452
1,171,103.21266008626246
1,172,54.86954766189087
1,173,65.04892941251998
1,174,71.56436918626622
1,175,88.0127486824608
1,176,66.04025407474293
1,177,72.09028361158616
1,178,95.04202878207327
1,179,58.48010672620114
1,180,113.28574490723342
1,181,85.92051604685717
1,182,81.99161556794675
1,183,97.03030414625775
1,184,59.44715048259147
1,185,125.77806212217214
1,186,55.60337450442603
1,187,94.64755409540805
1,188,132.41430495863423
1,189,57.7755835835455
1,190,108.35875144407206
1,191,133.34082371170354
1,192,135.2057825929679
1,193,76.6257555077919
1,194,101.75613996366478
1,195,130.3743026954425
1,196,101.64537408329875
1,197,124.08721563991307
1,198,108.24714096419584
1,199,48.52968351345704
2,0,63.72249813851901
2,1,105.04462929631211
2,2,73.01284691895445
2,3,70.38786535442006
2,4,60.66213724904431
2,5,49.720490573511746
2,6,88.09115994696144
2,7,67.47662586995288
2,8,104.16125670345437
2,9,40.93707372891678
2,10,103.5766919963505
2,11,44.643420422670246
2,12,99.74584050907495
2,13,72.20076068854048
2,14,93.46475085382987
2,15,71.66286897768002
2,16,49.63000092548904
2,17,109.14160700333225
2,18,86.10190316916899
2,19,53.87158479731396
2,20,82.63788282191227
2,21,53.480637123399106
2,22,67.97372519403213
2,23,82.5407182292359
2,24,83.67442444695415
2,25,45.81671431274326
2,26,52.19472807217542
2,27,72.21755887846328
2,28,76.5818636768632
2,29,102.28758389402644
2,30,81.1470080190358
2,31,98.84149395399483
2,32,65.54475856336389
2,33,51.82987383844353
2,34,58.760799920025526
2,35,39.56426887493631
2,36,65.12451562052905
2,37,85.57603977840692
2,38,101.13661544123637
2,39,55.377088240359654
2,40,90.87160333507504
2,41,94.38906264002817
2,42,89.77522557271439
2,43,110.28631066163395
2,44,81.38446524344961
2,45,71.11031549059413
2,46,78.13747549160851
2,47,38.04095521988474
2,48,38.18873756493641
2,49,74.88189290219596
2,50,66.06370103598604
2,51,47.85482182869691
2,52,64.38265964102355
2,53,86.02477914123227
2,54,77.08135985745922
2,55,67.55694822623704
2,56,95.71582848351022
2,57,41.70306202289052
2,58,104.46531428940978
2,59,88.86432803787983
2,60,69.29637398991427
2,61,89.81386317598852
2,62,108.46734302144826
2,63,87.0334641408234
2,64,88.05124543789015
2,65,90.59505066214129
2,66,106.69168790188863
2,67,104.70537822967965
2,68,58.73603690665413
2,69,39.37238451074288
2,70,58.61939158698917
2,71,65.1166510987073
2,72,56.33128171171269
2,73,72.14636887579528
2,74,108.37274450691734
2,75,51.952582519168686
2,76,66.43349443173913
2,77,100.46357712941723
2,78,47.55950107463572
2,79,64.23874090925455
2,80,79.19965598534478
2,81,95.6644814768766
2,82,102.63411915310684
2,83,56.973811578836475
2,84,109.4551662327818
2,85,70.4543620270749
2,86,47.552579722989336
2,87,49.66337971336326
2,88,70.64392244847576
2,89,98.86541834912434
2,90,42.881025697154236
2,91,54.074191733728554
2,92,98.10450105009669
2,93,99.7343235524464
2,94,52.7568137691468
2,95,41.91966752235716
2,96,86.97275321762227
2,97,97.51688503530701
2,98,41.43283752842787
2,99,77.06811608144277
2,100,48.370752899812814
2,101,82.9656361310627
2,102,46.156148797137035
2,103,47.613940767183195
2,104,78.42020808377495
2,105,109.05160547271511
2,106,39.8379060986538
2,107,45.17330934073393
2,108,52.9025900653401
2,109,99.08074765556297
2,110,55.79100331218824
2,111,58.18279589324969
2,112,70.0410409533794
2,113,102.25467439178463
2,114,58.80424168308501
2,115,73.2328848385287
2,116,73.47743968778016
2,117,75.33302102982478
2,118,71.28371764336146
2,119,98.35707087793024
2,120,52.74708238971261
2,121,75.69536754214137
2,122,47.55673044530061
2,123,103.35004604668373
2,124,69.70875057040712
2,125,112.89829329067179
2,126,87.66961927400264
2,127,53.06217100568134
2,128,107.38210955603296
2,129,59.80864156263832
2,130,85.79459900612257
2,131,95.3499177445068
2,132,45.46672415162314
2,133,51.558787379017005
2,134,69.83836463025662
2,135,64.70569854734732
2,136,61.48840599563272
2,137,58.04584290981595
2,138,64.8556939835921
2,139,111.6577020481735
2,140,72.2329361237615
2,141,72.18943499960174
2,142,56.561253189247275
2,143,51.977093776408694
2,144,57.08351096384311
2,145,104.42822102331799
2,146,104.47292871175962
2,147,50.55038367432844
2,148,67.57302777367842
2,149,81.42613237860688
2,150,79.39528417414314
2,151,52.861505638731835
2,152,42.334251188364284
2,153,97.71967183910803
2,154,47.46680253749412
2,155,67.63979059042784
2,156,95.1313217520111
2,157,89.32925851340444
2,158,68.45691766928286
2,159,97.92104263956479
2,160,112.53793260787917
2,161,73.85341904952176
2,162,104.37687608154565
2,163,76.93859667312465
2,164,66.94380425547666
2,165,112.25687072902409
2,166,95.86271725412493
2,167,47.88984884193515
2,168,78.46176796975264
2,169,66.26056145842222
2,170,75.02551214043935
2,171,94.63362426886754
2,172,63.11446309105197
2,173,82.98289724867405
2,174,55.63624982867753
2,175,71.08109522035835
2,176,104.69628776038729
2,177,93.21740680239897
2,178,65.03156367099996
2,179,58.650346297611094
2,180,83.12616934822277
2,181,73.48129092605943
2,182,112.10763504728827
2,183,59.99596878001623
2,184,107.07788213293739
2,185,55.35754191375556
2,186,98.07576932812145
2,187,102.90103691183378
2,188,51.919277855963365
2,189,71.13137805756473
2,190,91.26582713064118
2,191,68.73302944784574
2,192,45.77907546903715
2,193,95.52795700675865
2,194,74.35643850956092
2,195,51.58647353052582
2,196,41.548775507334376
2,197,76.92276379480816
2,198,59.711578137069644
2,199,98.97530158155645
3,0,45.174360200908026
3,1,35.47682460256377
3,2,96.7095069615246
3,3,63.04923934666548
3,4,92.99869384054158
3,5,73.53102962968345
3,6,94.86942490211759
3,7,98.81653205856283
3,8,40.14512434984272
3,9,53.52164629645014
3,10,46.93380552753626
3,11,100.07226247291047
3,12,82.08001250028597
3,13,97.94625334923548
3,14,102.03971785907527
3,15,88.747623000732
3,16,94.40706358887141
3,17,98.98526256457448
3,18,76.21488005544087
3,19,90.6640048430934
3,20,101.30023002387168
3,21,66.74177849230014
3,22,49.240222387815635
3,23,80.06474804746522
3,24,38.15843848004466
3,25,55.6079766873024
3,26,60.23428875158462
3,27,89.64905152234132
3,28,35.996956127103786
3,29,56.45426620134197
3,30,55.41901876089274
3,31,79.86910476151121
3,32,94.48668935196406
3,33,67.36021718051919
3,34,92.33249679299986
3,35,63.35417216545504
3,36,68.86642817139318
3,37,56.41076862191879
3,38,47.82490326399951
3,39,95.529928372716
3,40,75.7338110655694
3,41,52.77809831380093
3,42,71.36240909770635
3,43,62.16471778211821
3,44,36.882101664786326
3,45,82.21921474925641
3,46,93.97810864667936
3,47,76.17191628938556
3,48,44.498092203161804
3,49,63.170583543112095
3,50,48.33911863339061
3,51,46.052639609186805
3,52,54.567874356758985
3,53,95.90488394366355
3,54,92.26713957580962
3,55,88.87479815170703
3,56,98.11075380136863
3,57,41.760837773023354
3,58,49.395648901360495
3,59,37.3315467617301
3,60,34.63593158262878
3,61,78.40282243779828
3,62,62.417050308270476
3,63,73.20456680525253
3,64,94.0375903203877
3,65,54.04201601614477
3,66,51.15540911322923
3,67,90.7761514434533
3,68,36.05666999525684
3,69,97.96712609112336
3,70,58.1904423622919
3,71,36.646995113946396
3,72,49.250102552862025
3,73,39.90770992005824
3,74,92.38861868150252
3,75,38.16638663869124
3,76,38.021582356751665
3,77,76.6004596154621
3,78,48.776286788157165
